"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 35559","A000000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"","","","","","CON-","","","RECLAS-","","MENTS","", , , , , 
"-------------","-------------", ,"","","","EMPLOYEE","","TRACTED","","","SIFICATION","","(Increase/","", , , , , 
"-------------","-------------", ,"","","SALARIES","BENEFITS","TRANSPOR-","SERVICES","","","(Increase/","","Decrease)","", , , , , 
"-------------","-------------", ,"","COST CENTER DESCRIPTIONS","(From","(From","TATION","(From","","TOTAL","Decrease)","","(Fr Wkst A-8","TOTAL", , , , , 
"-------------","-------------", ,"","","Wkst A-1)","Wkst A-2)","(See inst.)","Wkst A-3)","OTHER","(col. 1-5)","(Fr Wkst A-6)","SUBTOTAL","& A-8-1)","(col.8�col.9)", , , , , 
"-------------","-------------", ,"","","1","2","3","4","5","6","7","8","9","10", , , , , 
"-------------","-------------", ,"","GENERAL SERVICE COST CENTERS",""," "," "," ","","","",""," ","", , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , ,"Entity[35559] Report(A000000[0000])","Entity[35559] Report(A000000[0100])","Entity[35559] Report(A000000[0200])","Entity[35559] Report(A000000[0300])","Entity[35559] Report(A000000[0400])","Entity[35559] Report(A000000[0500])","Entity[35559] Report(A000000[0600])", ,"Entity[35559] Report(A000000[0800])", ,"Entity[35559] Report(A000000[1000])", , , , , 
"hospc_2013_DATA",35559,"A000000","Line(00100)","0100CAPITAL REL COSTS-BLDG & FIXT", , , , ,"16073","16073", ,"16073", ,"16073", , , , , 
"hospc_2013_DATA",35559,"A000000","Line(00200)","0200CAPITAL REL COSTS-MOVABLE EQUIP", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35559,"A000000","Line(00300)","0300PLANT OPERATION AND MAINTENANCE", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35559,"A000000","Line(00400)","0400TRANSPORTATION-STAFF", , ,"9189", , ,"9189", ,"9189", ,"9189", , , , , 
"hospc_2013_DATA",35559,"A000000","Line(00500)","0500VOLUNTEER SERVICE COORDINATION", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35559,"A000000","Line(00600)","0600ADMINISTRATIVE AND GENERAL","459478","16650", ,"875","665861","1142864", ,"1142864", ,"1142864", , , , , 
"hospc_2013_DATA",35559,"A000000","Line(01000)","1000INPATIENT- GENERAL CARE", , , , ,"86193","86193", ,"86193", ,"86193", , , , , 
"hospc_2013_DATA",35559,"A000000","Line(01100)","1100INPATIENT- RESPITE CARE", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35559,"A000000","Line(01500)","1500PHYSICIAN SERVICES", , , ,"79750", ,"79750", ,"79750", ,"79750", , , , , 
"hospc_2013_DATA",35559,"A000000","Line(01600)","1600NURSING CARE","359413", , ,"33544", ,"392957", ,"392957", ,"392957", , , , , 
"hospc_2013_DATA",35559,"A000000","Line(01620)","1620NURSING CARE - CONTINUOUS HOME C","7920", , , , ,"7920", ,"7920", ,"7920", , , , , 
"hospc_2013_DATA",35559,"A000000","Line(01700)","1700PHYSICAL THERAPY", , , ,"16145", ,"16145", ,"16145", ,"16145", , , , , 
"hospc_2013_DATA",35559,"A000000","Line(01800)","1800OCCUPATIONAL THERAPY", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35559,"A000000","Line(01900)","1900SPEECH/LANGUAGE PATHOLOGY", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35559,"A000000","Line(02000)","2000MEDICAL SOCIAL SERVICES","15153", , , , ,"15153", ,"15153", ,"15153", , , , , 
"hospc_2013_DATA",35559,"A000000","Line(02100)","2100SPIRITUAL COUNSELING","8190", , ,"4200", ,"12390", ,"12390", ,"12390", , , , , 
"hospc_2013_DATA",35559,"A000000","Line(02200)","2200DIETARY COUNSELING", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35559,"A000000","Line(02300)","2300COUNSELING-OTHER", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35559,"A000000","Line(02400)","2400HOME HEALTH AIDE AND HOMEMAKER","166841", , , , ,"166841", ,"166841", ,"166841", , , , , 
"hospc_2013_DATA",35559,"A000000","Line(02420)","2420HH AIDE & HOMEMAKER - CONT HOME","7025", , ,"702", ,"7727", ,"7727", ,"7727", , , , , 
"hospc_2013_DATA",35559,"A000000","Line(02500)","2500OTHER VISITING SERVICES", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35559,"A000000","Line(03000)","3000DRUGS  BIOLOGICAL AND INFUSION", , , , ,"98071","98071", ,"98071", ,"98071", , , , , 
"hospc_2013_DATA",35559,"A000000","Line(03030)","3030ANALGESICS", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35559,"A000000","Line(03031)","3031SEDATIVES/HYPNOTICS", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35559,"A000000","Line(03032)","3032OTHER - SPECIFY", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35559,"A000000","Line(03100)","3100DURABLE MEDICAL EQUIPMENT/OXYGEN", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35559,"A000000","Line(03200)","3200PATIENT TRANSPORTATION", , ,"16412", , ,"16412", ,"16412", ,"16412", , , , , 
"hospc_2013_DATA",35559,"A000000","Line(03300)","3300IMAGING SERVICES", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35559,"A000000","Line(03400)","3400LABS AND DIAGNOSTICS", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35559,"A000000","Line(03500)","3500MED SUPPLIES CHARGED TO PATIENTS", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35559,"A000000","Line(03600)","3600OUTPATIENT SERVICES (INCL E/R DE", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35559,"A000000","Line(03700)","3700RADIATION THERAPY", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35559,"A000000","Line(03800)","3800CHEMOTHERAPY", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35559,"A000000","Line(03900)","3900OTHER HOSPICE SERVICE COST CENTE", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35559,"A000000","Line(05000)","5000BEREAVEMENT PROGRAM COSTS", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35559,"A000000","Line(05100)","5100VOLUNTEER PROGRAM COSTS", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35559,"A000000","Line(05200)","5200FUNDRAISING", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35559,"A000000","Line(05300)","5300OTHER NONREIMBURSABLE COSTS", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 35559","A100000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"","COST CENTER DESCRIPTIONS","ADMINIS-","","SOCIAL","","","TOTAL","","","", , , , , , 
"-------------","-------------", ,"","(omit cents)","TRATOR","DIRECTOR","SERVICES","SUPERVISORS","NURSES","THERAPISTS","AIDES","ALL OTHER","TOTAL (1)", , , , , , 
"-------------","-------------", ,"","","1","2","3","4","5","6","7","8","9", , , , , , 
