"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 35339","A000000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"","","","","","CON-","","","RECLAS-","","MENTS","", , , , , 
"-------------","-------------", ,"","","","EMPLOYEE","","TRACTED","","","SIFICATION","","(Increase/","", , , , , 
"-------------","-------------", ,"","","SALARIES","BENEFITS","TRANSPOR-","SERVICES","","","(Increase/","","Decrease)","", , , , , 
"-------------","-------------", ,"","COST CENTER DESCRIPTIONS","(From","(From","TATION","(From","","TOTAL","Decrease)","","(Fr Wkst A-8","TOTAL", , , , , 
"-------------","-------------", ,"","","Wkst A-1)","Wkst A-2)","(See inst.)","Wkst A-3)","OTHER","(col. 1-5)","(Fr Wkst A-6)","SUBTOTAL","& A-8-1)","(col.8�col.9)", , , , , 
"-------------","-------------", ,"","","1","2","3","4","5","6","7","8","9","10", , , , , 
"-------------","-------------", ,"","GENERAL SERVICE COST CENTERS",""," "," "," ","","","",""," ","", , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , ,"Entity[35339] Report(A000000[0000])","Entity[35339] Report(A000000[0100])","Entity[35339] Report(A000000[0200])","Entity[35339] Report(A000000[0300])","Entity[35339] Report(A000000[0400])","Entity[35339] Report(A000000[0500])","Entity[35339] Report(A000000[0600])", ,"Entity[35339] Report(A000000[0800])","Entity[35339] Report(A000000[0900])","Entity[35339] Report(A000000[1000])", , , , , 
"hospc_2013_DATA",35339,"A000000","Line(00100)","0100CAPITAL REL COSTS-BLDG & FIXT", , , , ,"51045","51045", ,"51045","15449","66494", , , , , 
"hospc_2013_DATA",35339,"A000000","Line(00200)","0200CAPITAL REL COSTS-MOVABLE EQUIP", , , , , , , , ,"987","987", , , , , 
"hospc_2013_DATA",35339,"A000000","Line(00500)","0500VOLUNTEER SERVICE COORDINATION","54072","10348","7501", , ,"71921", ,"71921", ,"71921", , , , , 
"hospc_2013_DATA",35339,"A000000","Line(00600)","0600ADMINISTRATIVE AND GENERAL","1063433","203517","147521","57426","695303","2167200", ,"2167200","-4080","2163120", , , , , 
"hospc_2013_DATA",35339,"A000000","Line(01000)","1000INPATIENT- GENERAL CARE", , , , , , , , , , , , , , , 
