"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 34335","A000000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"","","","","","CON-","","","RECLAS-","","MENTS","", , , , , 
"-------------","-------------", ,"","","","EMPLOYEE","","TRACTED","","","SIFICATION","","(Increase/","", , , , , 
"-------------","-------------", ,"","","SALARIES","BENEFITS","TRANSPOR-","SERVICES","","","(Increase/","","Decrease)","", , , , , 
"-------------","-------------", ,"","COST CENTER DESCRIPTIONS","(From","(From","TATION","(From","","TOTAL","Decrease)","","(Fr Wkst A-8","TOTAL", , , , , 
"-------------","-------------", ,"","","Wkst A-1)","Wkst A-2)","(See inst.)","Wkst A-3)","OTHER","(col. 1-5)","(Fr Wkst A-6)","SUBTOTAL","& A-8-1)","(col.8�col.9)", , , , , 
"-------------","-------------", ,"","","1","2","3","4","5","6","7","8","9","10", , , , , 
"-------------","-------------", ,"","GENERAL SERVICE COST CENTERS",""," "," "," ","","","",""," ","", , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , ,"Entity[34335] Report(A000000[0000])","Entity[34335] Report(A000000[0100])","Entity[34335] Report(A000000[0200])","Entity[34335] Report(A000000[0300])","Entity[34335] Report(A000000[0400])","Entity[34335] Report(A000000[0500])","Entity[34335] Report(A000000[0600])", ,"Entity[34335] Report(A000000[0800])","Entity[34335] Report(A000000[0900])","Entity[34335] Report(A000000[1000])", , , , , 
"hospc_2013_DATA",34335,"A000000","Line(00100)","0100CAPITAL REL COSTS-BLDG & FIXT", , , , ,"66732","66732", ,"66732","12484","79216", , , , , 
"hospc_2013_DATA",34335,"A000000","Line(00200)","0200CAPITAL REL COSTS-MOVABLE EQUIP", , , , ,"1013","1013", ,"1013","1633","2646", , , , , 
"hospc_2013_DATA",34335,"A000000","Line(00300)","0300PLANT OPERATION AND MAINTENANCE", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34335,"A000000","Line(00400)","0400TRANSPORTATION-STAFF", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34335,"A000000","Line(00500)","0500VOLUNTEER SERVICE COORDINATION","41839","4634", , , ,"46473", ,"46473", ,"46473", , , , , 
"hospc_2013_DATA",34335,"A000000","Line(00600)","0600ADMINISTRATIVE AND GENERAL","522222","57845","19755","44157","1342644","1986623", ,"1986623","-235533","1751090", , , , , 
"hospc_2013_DATA",34335,"A000000","Line(01000)","1000INPATIENT- GENERAL CARE", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34335,"A000000","Line(01100)","1100INPATIENT- RESPITE CARE", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34335,"A000000","Line(01500)","1500PHYSICIAN SERVICES", , , ,"84446", ,"84446", ,"84446", ,"84446", , , , , 
"hospc_2013_DATA",34335,"A000000","Line(01600)","1600NURSING CARE","384443","42583", ,"389", ,"427415", ,"427415", ,"427415", , , , , 
"hospc_2013_DATA",34335,"A000000","Line(01620)","1620NURSING CARE - CONTINUOUS HOME C", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34335,"A000000","Line(01700)","1700PHYSICAL THERAPY","386","43", , , ,"429", ,"429", ,"429", , , , , 
"hospc_2013_DATA",34335,"A000000","Line(01800)","1800OCCUPATIONAL THERAPY", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34335,"A000000","Line(01900)","1900SPEECH/LANGUAGE PATHOLOGY", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34335,"A000000","Line(02000)","2000MEDICAL SOCIAL SERVICES","69919","7745", , , ,"77664", ,"77664", ,"77664", , , , , 
"hospc_2013_DATA",34335,"A000000","Line(02100)","2100SPIRITUAL COUNSELING","58670","6499", , , ,"65169", ,"65169", ,"65169", , , , , 
"hospc_2013_DATA",34335,"A000000","Line(02200)","2200DIETARY COUNSELING", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34335,"A000000","Line(02300)","2300COUNSELING-OTHER", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34335,"A000000","Line(02400)","2400HOME HEALTH AIDE AND HOMEMAKER","117040","12964", , , ,"130004", ,"130004", ,"130004", , , , , 
"hospc_2013_DATA",34335,"A000000","Line(02420)","2420HH AIDE & HOMEMAKER - CONT HOME", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34335,"A000000","Line(02500)","2500OTHER VISITING SERVICES", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34335,"A000000","Line(03000)","3000DRUGS  BIOLOGICAL AND INFUSION", , , , ,"144716","144716", ,"144716", ,"144716", , , , , 
"hospc_2013_DATA",34335,"A000000","Line(03030)","3030ANALGESICS", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34335,"A000000","Line(03031)","3031SEDATIVES/HYPNOTICS", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34335,"A000000","Line(03032)","3032OTHER - SPECIFY", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34335,"A000000","Line(03100)","3100DURABLE MEDICAL EQUIPMENT/OXYGEN", , , , ,"131078","131078", ,"131078", ,"131078", , , , , 
"hospc_2013_DATA",34335,"A000000","Line(03200)","3200PATIENT TRANSPORTATION", , , ,"8299", ,"8299", ,"8299", ,"8299", , , , , 
"hospc_2013_DATA",34335,"A000000","Line(03300)","3300IMAGING SERVICES", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34335,"A000000","Line(03400)","3400LABS AND DIAGNOSTICS", , , , ,"3359","3359", ,"3359", ,"3359", , , , , 
"hospc_2013_DATA",34335,"A000000","Line(03500)","3500MED SUPPLIES CHARGED TO PATIENTS", , , , ,"71847","71847", ,"71847", ,"71847", , , , , 
"hospc_2013_DATA",34335,"A000000","Line(03600)","3600OUTPATIENT SERVICES (INCL E/R DE", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34335,"A000000","Line(03700)","3700RADIATION THERAPY", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34335,"A000000","Line(03800)","3800CHEMOTHERAPY", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34335,"A000000","Line(03900)","3900OTHER HOSPICE SERVICE COST CENTE", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34335,"A000000","Line(05000)","5000BEREAVEMENT PROGRAM COSTS", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34335,"A000000","Line(05100)","5100VOLUNTEER PROGRAM COSTS", , , , , , , , , , , , , , , 
