"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 33836","A000000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"","","","","","CON-","","","RECLAS-","","MENTS","", , , , , 
"-------------","-------------", ,"","","","EMPLOYEE","","TRACTED","","","SIFICATION","","(Increase/","", , , , , 
"-------------","-------------", ,"","","SALARIES","BENEFITS","TRANSPOR-","SERVICES","","","(Increase/","","Decrease)","", , , , , 
"-------------","-------------", ,"","COST CENTER DESCRIPTIONS","(From","(From","TATION","(From","","TOTAL","Decrease)","","(Fr Wkst A-8","TOTAL", , , , , 
"-------------","-------------", ,"","","Wkst A-1)","Wkst A-2)","(See inst.)","Wkst A-3)","OTHER","(col. 1-5)","(Fr Wkst A-6)","SUBTOTAL","& A-8-1)","(col.8�col.9)", , , , , 
"-------------","-------------", ,"","","1","2","3","4","5","6","7","8","9","10", , , , , 
"-------------","-------------", ,"","GENERAL SERVICE COST CENTERS",""," "," "," ","","","",""," ","", , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , ,"Entity[33836] Report(A000000[0000])","Entity[33836] Report(A000000[0100])","Entity[33836] Report(A000000[0200])","Entity[33836] Report(A000000[0300])","Entity[33836] Report(A000000[0400])","Entity[33836] Report(A000000[0500])","Entity[33836] Report(A000000[0600])","Entity[33836] Report(A000000[0700])","Entity[33836] Report(A000000[0800])","Entity[33836] Report(A000000[0900])","Entity[33836] Report(A000000[1000])", , , , , 
"hospc_2013_DATA",33836,"A000000","Line(00100)","0100CAPITAL REL COSTS-BLDG & FIXT", , , , , , , , , , , , , , , 
"hospc_2013_DATA",33836,"A000000","Line(00200)","0200CAPITAL REL COSTS-MOVABLE EQUIP", , , , ,"11345","11345", ,"11345", ,"11345", , , , , 
"hospc_2013_DATA",33836,"A000000","Line(00300)","0300PLANT OPERATION AND MAINTENANCE", , , , ,"72890","72890", ,"72890", ,"72890", , , , , 
"hospc_2013_DATA",33836,"A000000","Line(00400)","0400TRANSPORTATION-STAFF", , , , , , , , , , , , , , , 
"hospc_2013_DATA",33836,"A000000","Line(00500)","0500VOLUNTEER SERVICE COORDINATION", , , , , , , , , , , , , , , 
"hospc_2013_DATA",33836,"A000000","Line(00600)","0600ADMINISTRATIVE AND GENERAL","505430","122464","85065","123870","275730","1112559","-334","1112225","-212604","899621", , , , , 
"hospc_2013_DATA",33836,"A000000","Line(01000)","1000INPATIENT- GENERAL CARE", , , , , , , , , , , , , , , 
"hospc_2013_DATA",33836,"A000000","Line(01100)","1100INPATIENT- RESPITE CARE", , , , , , , , , , , , , , , 
"hospc_2013_DATA",33836,"A000000","Line(01500)","1500PHYSICIAN SERVICES", , , , , , , , , , , , , , , 
"hospc_2013_DATA",33836,"A000000","Line(01600)","1600NURSING CARE","217926","49263","16818","69142","119691","472840","-3600","469240", ,"469240", , , , , 
"hospc_2013_DATA",33836,"A000000","Line(01620)","1620NURSING CARE - CONTINUOUS HOME C", , , , , , ,"3600","3600", ,"3600", , , , , 
"hospc_2013_DATA",33836,"A000000","Line(01700)","1700PHYSICAL THERAPY", , , , ,"847","847", ,"847", ,"847", , , , , 
"hospc_2013_DATA",33836,"A000000","Line(01800)","1800OCCUPATIONAL THERAPY", , , , ,"186","186", ,"186", ,"186", , , , , 
