"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 35026","A000000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"","","","","","CON-","","","RECLAS-","","MENTS","", , , , , 
"-------------","-------------", ,"","","","EMPLOYEE","","TRACTED","","","SIFICATION","","(Increase/","", , , , , 
"-------------","-------------", ,"","","SALARIES","BENEFITS","TRANSPOR-","SERVICES","","","(Increase/","","Decrease)","", , , , , 
"-------------","-------------", ,"","COST CENTER DESCRIPTIONS","(From","(From","TATION","(From","","TOTAL","Decrease)","","(Fr Wkst A-8","TOTAL", , , , , 
"-------------","-------------", ,"","","Wkst A-1)","Wkst A-2)","(See inst.)","Wkst A-3)","OTHER","(col. 1-5)","(Fr Wkst A-6)","SUBTOTAL","& A-8-1)","(col.8�col.9)", , , , , 
"-------------","-------------", ,"","","1","2","3","4","5","6","7","8","9","10", , , , , 
"-------------","-------------", ,"","GENERAL SERVICE COST CENTERS",""," "," "," ","","","",""," ","", , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , ,"Entity[35026] Report(A000000[0000])","Entity[35026] Report(A000000[0100])","Entity[35026] Report(A000000[0200])","Entity[35026] Report(A000000[0300])","Entity[35026] Report(A000000[0400])","Entity[35026] Report(A000000[0500])","Entity[35026] Report(A000000[0600])", ,"Entity[35026] Report(A000000[0800])","Entity[35026] Report(A000000[0900])","Entity[35026] Report(A000000[1000])", , , , , 
"hospc_2013_DATA",35026,"A000000","Line(00100)","0100CAPITAL REL COSTS-BLDG & FIXT", , , , ,"26613","26613", ,"26613","10877","37490", , , , , 
"hospc_2013_DATA",35026,"A000000","Line(00200)","0200CAPITAL REL COSTS-MOVABLE EQUIP", , , , ,"6098","6098", ,"6098","16491","22589", , , , , 
"hospc_2013_DATA",35026,"A000000","Line(00300)","0300PLANT OPERATION AND MAINTENANCE", , , , ,"7060","7060", ,"7060", ,"7060", , , , , 
"hospc_2013_DATA",35026,"A000000","Line(00400)","0400TRANSPORTATION-STAFF", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35026,"A000000","Line(00500)","0500VOLUNTEER SERVICE COORDINATION", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35026,"A000000","Line(00600)","0600ADMINISTRATIVE AND GENERAL","36862","6520","4891","15312","229069","292654", ,"292654","-19035","273619", , , , , 
"hospc_2013_DATA",35026,"A000000","Line(01000)","1000INPATIENT- GENERAL CARE", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35026,"A000000","Line(01100)","1100INPATIENT- RESPITE CARE", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35026,"A000000","Line(01500)","1500PHYSICIAN SERVICES", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35026,"A000000","Line(01600)","1600NURSING CARE","258837","45780","32084", , ,"336701", ,"336701", ,"336701", , , , , 
"hospc_2013_DATA",35026,"A000000","Line(01620)","1620NURSING CARE - CONTINUOUS HOME C", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35026,"A000000","Line(01700)","1700PHYSICAL THERAPY", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35026,"A000000","Line(01800)","1800OCCUPATIONAL THERAPY", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35026,"A000000","Line(01900)","1900SPEECH/LANGUAGE PATHOLOGY", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35026,"A000000","Line(02000)","2000MEDICAL SOCIAL SERVICES","37493","6631","6233", , ,"50357", ,"50357", ,"50357", , , , , 
"hospc_2013_DATA",35026,"A000000","Line(02100)","2100SPIRITUAL COUNSELING","31403","5554","4913", , ,"41870", ,"41870", ,"41870", , , , , 
