"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 35210","A000000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"","","","","","CON-","","","RECLAS-","","MENTS","", , , , , 
"-------------","-------------", ,"","","","EMPLOYEE","","TRACTED","","","SIFICATION","","(Increase/","", , , , , 
"-------------","-------------", ,"","","SALARIES","BENEFITS","TRANSPOR-","SERVICES","","","(Increase/","","Decrease)","", , , , , 
"-------------","-------------", ,"","COST CENTER DESCRIPTIONS","(From","(From","TATION","(From","","TOTAL","Decrease)","","(Fr Wkst A-8","TOTAL", , , , , 
"-------------","-------------", ,"","","Wkst A-1)","Wkst A-2)","(See inst.)","Wkst A-3)","OTHER","(col. 1-5)","(Fr Wkst A-6)","SUBTOTAL","& A-8-1)","(col.8�col.9)", , , , , 
"-------------","-------------", ,"","","1","2","3","4","5","6","7","8","9","10", , , , , 
"-------------","-------------", ,"","GENERAL SERVICE COST CENTERS",""," "," "," ","","","",""," ","", , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , ,"Entity[35210] Report(A000000[0000])","Entity[35210] Report(A000000[0100])","Entity[35210] Report(A000000[0200])", ,"Entity[35210] Report(A000000[0400])","Entity[35210] Report(A000000[0500])","Entity[35210] Report(A000000[0600])", ,"Entity[35210] Report(A000000[0800])","Entity[35210] Report(A000000[0900])","Entity[35210] Report(A000000[1000])", , , , , 
"hospc_2013_DATA",35210,"A000000","Line(00100)","0100CAPITAL REL COSTS-BLDG & FIXT", , , , ,"768","768", ,"768", ,"768", , , , , 
"hospc_2013_DATA",35210,"A000000","Line(00200)","0200CAPITAL REL COSTS-MOVABLE EQUIP", , , , ,"10375","10375", ,"10375","347","10722", , , , , 
"hospc_2013_DATA",35210,"A000000","Line(00300)","0300PLANT OPERATION AND MAINTENANCE", , , , ,"6135","6135", ,"6135", ,"6135", , , , , 
"hospc_2013_DATA",35210,"A000000","Line(00400)","0400TRANSPORTATION-STAFF", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35210,"A000000","Line(00500)","0500VOLUNTEER SERVICE COORDINATION", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35210,"A000000","Line(00600)","0600ADMINISTRATIVE AND GENERAL", , , , ,"221023","221023", ,"221023","-52854","168169", , , , , 
"hospc_2013_DATA",35210,"A000000","Line(01000)","1000INPATIENT- GENERAL CARE", , , , ,"233637","233637", ,"233637", ,"233637", , , , , 
"hospc_2013_DATA",35210,"A000000","Line(01100)","1100INPATIENT- RESPITE CARE", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35210,"A000000","Line(01500)","1500PHYSICIAN SERVICES", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35210,"A000000","Line(01600)","1600NURSING CARE","539634","114131", , , ,"653765", ,"653765", ,"653765", , , , , 
"hospc_2013_DATA",35210,"A000000","Line(01620)","1620NURSING CARE - CONTINUOUS HOME C", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35210,"A000000","Line(01700)","1700PHYSICAL THERAPY", , , ,"1418", ,"1418", ,"1418", ,"1418", , , , , 
"hospc_2013_DATA",35210,"A000000","Line(01800)","1800OCCUPATIONAL THERAPY", , , ,"3798", ,"3798", ,"3798", ,"3798", , , , , 
"hospc_2013_DATA",35210,"A000000","Line(01900)","1900SPEECH/LANGUAGE PATHOLOGY", , , ,"1160", ,"1160", ,"1160", ,"1160", , , , , 
"hospc_2013_DATA",35210,"A000000","Line(02000)","2000MEDICAL SOCIAL SERVICES","261249","55254", , , ,"316503", ,"316503", ,"316503", , , , , 
"hospc_2013_DATA",35210,"A000000","Line(02100)","2100SPIRITUAL COUNSELING", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35210,"A000000","Line(02200)","2200DIETARY COUNSELING", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35210,"A000000","Line(02300)","2300COUNSELING-OTHER", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35210,"A000000","Line(02400)","2400HOME HEALTH AIDE AND HOMEMAKER", , , , , , , , , , , , , , , 
