"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 35983","A000000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"","","","","","CON-","","","RECLAS-","","MENTS","", , , , , 
"-------------","-------------", ,"","","","EMPLOYEE","","TRACTED","","","SIFICATION","","(Increase/","", , , , , 
"-------------","-------------", ,"","","SALARIES","BENEFITS","TRANSPOR-","SERVICES","","","(Increase/","","Decrease)","", , , , , 
"-------------","-------------", ,"","COST CENTER DESCRIPTIONS","(From","(From","TATION","(From","","TOTAL","Decrease)","","(Fr Wkst A-8","TOTAL", , , , , 
"-------------","-------------", ,"","","Wkst A-1)","Wkst A-2)","(See inst.)","Wkst A-3)","OTHER","(col. 1-5)","(Fr Wkst A-6)","SUBTOTAL","& A-8-1)","(col.8�col.9)", , , , , 
"-------------","-------------", ,"","","1","2","3","4","5","6","7","8","9","10", , , , , 
"-------------","-------------", ,"","GENERAL SERVICE COST CENTERS",""," "," "," ","","","",""," ","", , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , ,"Entity[35983] Report(A000000[0000])","Entity[35983] Report(A000000[0100])","Entity[35983] Report(A000000[0200])","Entity[35983] Report(A000000[0300])","Entity[35983] Report(A000000[0400])","Entity[35983] Report(A000000[0500])","Entity[35983] Report(A000000[0600])", ,"Entity[35983] Report(A000000[0800])","Entity[35983] Report(A000000[0900])","Entity[35983] Report(A000000[1000])", , , , , 
"hospc_2013_DATA",35983,"A000000","Line(00100)","0100CAPITAL REL COSTS-BLDG & FIXT", , , , ,"6000","6000", ,"6000", ,"6000", , , , , 
"hospc_2013_DATA",35983,"A000000","Line(00200)","0200CAPITAL REL COSTS-MOVABLE EQUIP", , , , ,"23349","23349", ,"23349", ,"23349", , , , , 
"hospc_2013_DATA",35983,"A000000","Line(00300)","0300PLANT OPERATION AND MAINTENANCE", , , , ,"8283","8283", ,"8283", ,"8283", , , , , 
"hospc_2013_DATA",35983,"A000000","Line(00400)","0400TRANSPORTATION-STAFF", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35983,"A000000","Line(00500)","0500VOLUNTEER SERVICE COORDINATION", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35983,"A000000","Line(00600)","0600ADMINISTRATIVE AND GENERAL","97918","19512","950","20000","73709","212089", ,"212089","-2561","209528", , , , , 
"hospc_2013_DATA",35983,"A000000","Line(01000)","1000INPATIENT- GENERAL CARE", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35983,"A000000","Line(01100)","1100INPATIENT- RESPITE CARE", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35983,"A000000","Line(01500)","1500PHYSICIAN SERVICES", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35983,"A000000","Line(01600)","1600NURSING CARE","86880", ,"7110", , ,"93990", ,"93990", ,"93990", , , , , 
"hospc_2013_DATA",35983,"A000000","Line(01620)","1620NURSING CARE - CONTINUOUS HOME C", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35983,"A000000","Line(01700)","1700PHYSICAL THERAPY", , , ,"242", ,"242", ,"242", ,"242", , , , , 
"hospc_2013_DATA",35983,"A000000","Line(01800)","1800OCCUPATIONAL THERAPY", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35983,"A000000","Line(01900)","1900SPEECH/LANGUAGE PATHOLOGY", , , ,"100", ,"100", ,"100", ,"100", , , , , 
"hospc_2013_DATA",35983,"A000000","Line(02000)","2000MEDICAL SOCIAL SERVICES","12038", ,"721", , ,"12759", ,"12759", ,"12759", , , , , 
"hospc_2013_DATA",35983,"A000000","Line(02100)","2100SPIRITUAL COUNSELING","8882", ,"1313", , ,"10195", ,"10195", ,"10195", , , , , 
"hospc_2013_DATA",35983,"A000000","Line(02200)","2200DIETARY COUNSELING", , , , ,"270","270", ,"270", ,"270", , , , , 
"hospc_2013_DATA",35983,"A000000","Line(02300)","2300COUNSELING-OTHER", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35983,"A000000","Line(02400)","2400HOME HEALTH AIDE AND HOMEMAKER","30531", ,"11810", , ,"42341", ,"42341", ,"42341", , , , , 
"hospc_2013_DATA",35983,"A000000","Line(02420)","2420HH AIDE & HOMEMAKER - CONT HOME", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35983,"A000000","Line(02500)","2500OTHER VISITING SERVICES", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35983,"A000000","Line(03000)","3000DRUGS  BIOLOGICAL AND INFUSION", , , , ,"51612","51612", ,"51612", ,"51612", , , , , 
"hospc_2013_DATA",35983,"A000000","Line(03030)","3030ANALGESICS", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35983,"A000000","Line(03031)","3031SEDATIVES/HYPNOTICS", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35983,"A000000","Line(03032)","3032OTHER - SPECIFY", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35983,"A000000","Line(03100)","3100DURABLE MEDICAL EQUIPMENT/OXYGEN", , , , , , , , , , , , , , , 
