"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 36743","A000000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"","","","","","CON-","","","RECLAS-","","MENTS","", , , , , 
"-------------","-------------", ,"","","","EMPLOYEE","","TRACTED","","","SIFICATION","","(Increase/","", , , , , 
"-------------","-------------", ,"","","SALARIES","BENEFITS","TRANSPOR-","SERVICES","","","(Increase/","","Decrease)","", , , , , 
"-------------","-------------", ,"","COST CENTER DESCRIPTIONS","(From","(From","TATION","(From","","TOTAL","Decrease)","","(Fr Wkst A-8","TOTAL", , , , , 
"-------------","-------------", ,"","","Wkst A-1)","Wkst A-2)","(See inst.)","Wkst A-3)","OTHER","(col. 1-5)","(Fr Wkst A-6)","SUBTOTAL","& A-8-1)","(col.8�col.9)", , , , , 
"-------------","-------------", ,"","","1","2","3","4","5","6","7","8","9","10", , , , , 
"-------------","-------------", ,"","GENERAL SERVICE COST CENTERS",""," "," "," ","","","",""," ","", , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , ,"Entity[36743] Report(A000000[0000])","Entity[36743] Report(A000000[0100])","Entity[36743] Report(A000000[0200])","Entity[36743] Report(A000000[0300])","Entity[36743] Report(A000000[0400])","Entity[36743] Report(A000000[0500])","Entity[36743] Report(A000000[0600])","Entity[36743] Report(A000000[0700])","Entity[36743] Report(A000000[0800])","Entity[36743] Report(A000000[0900])","Entity[36743] Report(A000000[1000])", , , , , 
"hospc_2013_DATA",36743,"A000000","Line(00100)","0100CAPITAL REL COSTS-BLDG & FIXT", , , , ,"55859","55859", ,"55859","-3820","52039", , , , , 
"hospc_2013_DATA",36743,"A000000","Line(00200)","0200CAPITAL REL COSTS-MOVABLE EQUIP", , , , , , , , , , , , , , , 
"hospc_2013_DATA",36743,"A000000","Line(00300)","0300PLANT OPERATION AND MAINTENANCE", , , , ,"78237","78237","-17850","60387","-2652","57735", , , , , 
"hospc_2013_DATA",36743,"A000000","Line(00400)","0400TRANSPORTATION-STAFF", , , , , , , , , , , , , , , 
"hospc_2013_DATA",36743,"A000000","Line(00500)","0500VOLUNTEER SERVICE COORDINATION", , , , , , , , , , , , , , , 
