"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 35284","A000000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"","","","","","CON-","","","RECLAS-","","MENTS","", , , , , 
"-------------","-------------", ,"","","","EMPLOYEE","","TRACTED","","","SIFICATION","","(Increase/","", , , , , 
"-------------","-------------", ,"","","SALARIES","BENEFITS","TRANSPOR-","SERVICES","","","(Increase/","","Decrease)","", , , , , 
"-------------","-------------", ,"","COST CENTER DESCRIPTIONS","(From","(From","TATION","(From","","TOTAL","Decrease)","","(Fr Wkst A-8","TOTAL", , , , , 
"-------------","-------------", ,"","","Wkst A-1)","Wkst A-2)","(See inst.)","Wkst A-3)","OTHER","(col. 1-5)","(Fr Wkst A-6)","SUBTOTAL","& A-8-1)","(col.8�col.9)", , , , , 
"-------------","-------------", ,"","","1","2","3","4","5","6","7","8","9","10", , , , , 
"-------------","-------------", ,"","GENERAL SERVICE COST CENTERS",""," "," "," ","","","",""," ","", , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , ,"Entity[35284] Report(A000000[0000])","Entity[35284] Report(A000000[0100])","Entity[35284] Report(A000000[0200])","Entity[35284] Report(A000000[0300])","Entity[35284] Report(A000000[0400])","Entity[35284] Report(A000000[0500])","Entity[35284] Report(A000000[0600])", ,"Entity[35284] Report(A000000[0800])","Entity[35284] Report(A000000[0900])","Entity[35284] Report(A000000[1000])", , , , , 
"hospc_2013_DATA",35284,"A000000","Line(00100)","0100CAPITAL REL COSTS-BLDG & FIXT", , , , ,"234000","234000", ,"234000", ,"234000", , , , , 
"hospc_2013_DATA",35284,"A000000","Line(00200)","0200CAPITAL REL COSTS-MOVABLE EQUIP", , , , ,"138","138", ,"138", ,"138", , , , , 
"hospc_2013_DATA",35284,"A000000","Line(00300)","0300PLANT OPERATION AND MAINTENANCE", , , , ,"71865","71865", ,"71865", ,"71865", , , , , 
"hospc_2013_DATA",35284,"A000000","Line(00400)","0400TRANSPORTATION-STAFF", , ,"228688", , ,"228688", ,"228688", ,"228688", , , , , 
"hospc_2013_DATA",35284,"A000000","Line(00500)","0500VOLUNTEER SERVICE COORDINATION","39220","6866", , , ,"46086", ,"46086", ,"46086", , , , , 
"hospc_2013_DATA",35284,"A000000","Line(00600)","0600ADMINISTRATIVE AND GENERAL","1233020","215858", ,"150709","831221","2430808", ,"2430808","-1094785","1336023", , , , , 
"hospc_2013_DATA",35284,"A000000","Line(01000)","1000INPATIENT- GENERAL CARE", , , ,"539283", ,"539283", ,"539283", ,"539283", , , , , 
"hospc_2013_DATA",35284,"A000000","Line(01100)","1100INPATIENT- RESPITE CARE", , , ,"25129", ,"25129", ,"25129", ,"25129", , , , , 
"hospc_2013_DATA",35284,"A000000","Line(01500)","1500PHYSICIAN SERVICES", , , ,"426473", ,"426473", ,"426473", ,"426473", , , , , 
"hospc_2013_DATA",35284,"A000000","Line(01600)","1600NURSING CARE","1186207","207664", , ,"268882","1662753", ,"1662753", ,"1662753", , , , , 
"hospc_2013_DATA",35284,"A000000","Line(01620)","1620NURSING CARE - CONTINUOUS HOME C","155469","27217", ,"151913", ,"334599", ,"334599", ,"334599", , , , , 
"hospc_2013_DATA",35284,"A000000","Line(01700)","1700PHYSICAL THERAPY", , , ,"13732", ,"13732", ,"13732", ,"13732", , , , , 
"hospc_2013_DATA",35284,"A000000","Line(01800)","1800OCCUPATIONAL THERAPY", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35284,"A000000","Line(01900)","1900SPEECH/LANGUAGE PATHOLOGY", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35284,"A000000","Line(02000)","2000MEDICAL SOCIAL SERVICES","107125","18754", , , ,"125879", ,"125879", ,"125879", , , , , 
"hospc_2013_DATA",35284,"A000000","Line(02100)","2100SPIRITUAL COUNSELING","176875","30965", , , ,"207840", ,"207840", ,"207840", , , , , 
"hospc_2013_DATA",35284,"A000000","Line(02200)","2200DIETARY COUNSELING", , , ,"1080", ,"1080", ,"1080", ,"1080", , , , , 
"hospc_2013_DATA",35284,"A000000","Line(02300)","2300COUNSELING-OTHER", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35284,"A000000","Line(02400)","2400HOME HEALTH AIDE AND HOMEMAKER","848904","148614", ,"5602", ,"1003120", ,"1003120", ,"1003120", , , , , 
"hospc_2013_DATA",35284,"A000000","Line(02420)","2420HH AIDE & HOMEMAKER - CONT HOME", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35284,"A000000","Line(02500)","2500OTHER VISITING SERVICES", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35284,"A000000","Line(03000)","3000DRUGS  BIOLOGICAL AND INFUSION", , , , ,"404855","404855", ,"404855", ,"404855", , , , , 
"hospc_2013_DATA",35284,"A000000","Line(03030)","3030ANALGESICS", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35284,"A000000","Line(03031)","3031SEDATIVES/HYPNOTICS", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35284,"A000000","Line(03032)","3032OTHER - SPECIFY", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35284,"A000000","Line(03100)","3100DURABLE MEDICAL EQUIPMENT/OXYGEN", , , , ,"264522","264522", ,"264522", ,"264522", , , , , 
"hospc_2013_DATA",35284,"A000000","Line(03200)","3200PATIENT TRANSPORTATION", , , , ,"24080","24080", ,"24080", ,"24080", , , , , 
"hospc_2013_DATA",35284,"A000000","Line(03300)","3300IMAGING SERVICES", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35284,"A000000","Line(03400)","3400LABS AND DIAGNOSTICS", , , , ,"21831","21831", ,"21831", ,"21831", , , , , 
"hospc_2013_DATA",35284,"A000000","Line(03500)","3500MED SUPPLIES CHARGED TO PATIENTS", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35284,"A000000","Line(03600)","3600OUTPATIENT SERVICES (INCL E/R DE", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35284,"A000000","Line(03700)","3700RADIATION THERAPY", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35284,"A000000","Line(03800)","3800CHEMOTHERAPY", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35284,"A000000","Line(03900)","3900OTHER HOSPICE SERVICE COST CENTE", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35284,"A000000","Line(05000)","5000BEREAVEMENT PROGRAM COSTS", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35284,"A000000","Line(05100)","5100VOLUNTEER PROGRAM COSTS", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35284,"A000000","Line(05200)","5200FUNDRAISING", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35284,"A000000","Line(05300)","5300OTHER NONREIMBURSABLE COSTS", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 35284","A100000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"","COST CENTER DESCRIPTIONS","ADMINIS-","","SOCIAL","","","TOTAL","","","", , , , , , 
"-------------","-------------", ,"","(omit cents)","TRATOR","DIRECTOR","SERVICES","SUPERVISORS","NURSES","THERAPISTS","AIDES","ALL OTHER","TOTAL (1)", , , , , , 
"-------------","-------------", ,"","","1","2","3","4","5","6","7","8","9", , , , , , 
"-------------","-------------", ,"","GENERAL SERVICE COST CENTERS","","","","","","","","","", , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , ,"Entity[35284] Report(A100000[0100])", ,"Entity[35284] Report(A100000[0300])","Entity[35284] Report(A100000[0400])","Entity[35284] Report(A100000[0500])", ,"Entity[35284] Report(A100000[0700])","Entity[35284] Report(A100000[0800])","Entity[35284] Report(A100000[0900])", , , , , , 
"hospc_2013_DATA",35284,"A100000","Line(00500)", , , , , , , , ,"39220","39220", , , , , , 
"hospc_2013_DATA",35284,"A100000","Line(00600)", ,"130835", , , , , , ,"1102185","1233020", , , , , , 
