"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 36537","A000000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"","","","","","CON-","","","RECLAS-","","MENTS","", , , , , 
"-------------","-------------", ,"","","","EMPLOYEE","","TRACTED","","","SIFICATION","","(Increase/","", , , , , 
"-------------","-------------", ,"","","SALARIES","BENEFITS","TRANSPOR-","SERVICES","","","(Increase/","","Decrease)","", , , , , 
"-------------","-------------", ,"","COST CENTER DESCRIPTIONS","(From","(From","TATION","(From","","TOTAL","Decrease)","","(Fr Wkst A-8","TOTAL", , , , , 
"-------------","-------------", ,"","","Wkst A-1)","Wkst A-2)","(See inst.)","Wkst A-3)","OTHER","(col. 1-5)","(Fr Wkst A-6)","SUBTOTAL","& A-8-1)","(col.8�col.9)", , , , , 
"-------------","-------------", ,"","","1","2","3","4","5","6","7","8","9","10", , , , , 
"-------------","-------------", ,"","GENERAL SERVICE COST CENTERS",""," "," "," ","","","",""," ","", , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , ,"Entity[36537] Report(A000000[0000])","Entity[36537] Report(A000000[0100])","Entity[36537] Report(A000000[0200])","Entity[36537] Report(A000000[0300])","Entity[36537] Report(A000000[0400])","Entity[36537] Report(A000000[0500])","Entity[36537] Report(A000000[0600])","Entity[36537] Report(A000000[0700])","Entity[36537] Report(A000000[0800])","Entity[36537] Report(A000000[0900])","Entity[36537] Report(A000000[1000])", , , , , 
"hospc_2013_DATA",36537,"A000000","Line(00100)","0100CAPITAL REL COSTS-BLDG & FIXT", , , , ,"-1381","-1381", ,"-1381", ,"-1381", , , , , 
"hospc_2013_DATA",36537,"A000000","Line(00200)","0200CAPITAL REL COSTS-MOVABLE EQUIP", , , , , , , , , , , , , , , 
"hospc_2013_DATA",36537,"A000000","Line(00300)","0300PLANT OPERATION AND MAINTENANCE", , , , ,"-353","-353", ,"-353", ,"-353", , , , , 
"hospc_2013_DATA",36537,"A000000","Line(00400)","0400TRANSPORTATION-STAFF", , , , , , , , , , , , , , , 
"hospc_2013_DATA",36537,"A000000","Line(00500)","0500VOLUNTEER SERVICE COORDINATION", , , , , , , , , , , , , , , 
"hospc_2013_DATA",36537,"A000000","Line(00600)","0600ADMINISTRATIVE AND GENERAL","457171","109781","54201","97333","201903","920389","-37977","882412","-1491","880921", , , , , 
"hospc_2013_DATA",36537,"A000000","Line(01000)","1000INPATIENT- GENERAL CARE", , , , , , , , , , , , , , , 
"hospc_2013_DATA",36537,"A000000","Line(01100)","1100INPATIENT- RESPITE CARE", , , , , , , , , , , , , , , 
"hospc_2013_DATA",36537,"A000000","Line(01500)","1500PHYSICIAN SERVICES","195832", , ,"38707", ,"234539","37977","272516", ,"272516", , , , , 
"hospc_2013_DATA",36537,"A000000","Line(01600)","1600NURSING CARE","490582","85287","747","199219","28489","804324", ,"804324", ,"804324", , , , , 
"hospc_2013_DATA",36537,"A000000","Line(01620)","1620NURSING CARE - CONTINUOUS HOME C", , , , , , , , , , , , , , , 
"hospc_2013_DATA",36537,"A000000","Line(01700)","1700PHYSICAL THERAPY", , , , , , , , , , , , , , , 
"hospc_2013_DATA",36537,"A000000","Line(01800)","1800OCCUPATIONAL THERAPY", , , , , , , , , , , , , , , 
"hospc_2013_DATA",36537,"A000000","Line(01900)","1900SPEECH/LANGUAGE PATHOLOGY", , , , , , , , , , , , , , , 
"hospc_2013_DATA",36537,"A000000","Line(02000)","2000MEDICAL SOCIAL SERVICES","54293","9465","4287", , ,"68045", ,"68045", ,"68045", , , , , 
"hospc_2013_DATA",36537,"A000000","Line(02100)","2100SPIRITUAL COUNSELING","43515","8054","4997", , ,"56566", ,"56566", ,"56566", , , , , 
"hospc_2013_DATA",36537,"A000000","Line(02200)","2200DIETARY COUNSELING", , , , , , , , , , , , , , , 
"hospc_2013_DATA",36537,"A000000","Line(02300)","2300COUNSELING-OTHER", , , , , , , , , , , , , , , 
"hospc_2013_DATA",36537,"A000000","Line(02400)","2400HOME HEALTH AIDE AND HOMEMAKER","90629","16164","23729", , ,"130522", ,"130522", ,"130522", , , , , 
"hospc_2013_DATA",36537,"A000000","Line(02420)","2420HH AIDE & HOMEMAKER - CONT HOME", , , , , , , , , , , , , , , 
"hospc_2013_DATA",36537,"A000000","Line(02500)","2500OTHER VISITING SERVICES", , , , , , , , , , , , , , , 
"hospc_2013_DATA",36537,"A000000","Line(03000)","3000DRUGS  BIOLOGICAL AND INFUSION", , , , ,"115528","115528", ,"115528", ,"115528", , , , , 
"hospc_2013_DATA",36537,"A000000","Line(03030)","3030ANALGESICS", , , , , , , , , , , , , , , 
"hospc_2013_DATA",36537,"A000000","Line(03031)","3031SEDATIVES/HYPNOTICS", , , , , , , , , , , , , , , 
"hospc_2013_DATA",36537,"A000000","Line(03032)","3032OTHER - SPECIFY", , , , , , , , , , , , , , , 
"hospc_2013_DATA",36537,"A000000","Line(03100)","3100DURABLE MEDICAL EQUIPMENT/OXYGEN", , , , , , , , , , , , , , , 
"hospc_2013_DATA",36537,"A000000","Line(03200)","3200PATIENT TRANSPORTATION", , , , , , , , , , , , , , , 
"hospc_2013_DATA",36537,"A000000","Line(03300)","3300IMAGING SERVICES", , , , , , , , , , , , , , , 
"hospc_2013_DATA",36537,"A000000","Line(03400)","3400LABS AND DIAGNOSTICS", , , , , , , , , , , , , , , 
"hospc_2013_DATA",36537,"A000000","Line(03500)","3500MED SUPPLIES CHARGED TO PATIENTS", , , , ,"8955","8955", ,"8955", ,"8955", , , , , 
"hospc_2013_DATA",36537,"A000000","Line(03600)","3600OUTPATIENT SERVICES (INCL E/R DE", , , , , , , , , , , , , , , 
"hospc_2013_DATA",36537,"A000000","Line(03700)","3700RADIATION THERAPY", , , , , , , , , , , , , , , 
"hospc_2013_DATA",36537,"A000000","Line(03800)","3800CHEMOTHERAPY", , , , , , , , , , , , , , , 
"hospc_2013_DATA",36537,"A000000","Line(03900)","3900OTHER HOSPICE SERVICE COST CENTE", , , , , , , , , , , , , , , 
