"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 35676","A000000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"","","","","","CON-","","","RECLAS-","","MENTS","", , , , , 
"-------------","-------------", ,"","","","EMPLOYEE","","TRACTED","","","SIFICATION","","(Increase/","", , , , , 
"-------------","-------------", ,"","","SALARIES","BENEFITS","TRANSPOR-","SERVICES","","","(Increase/","","Decrease)","", , , , , 
"-------------","-------------", ,"","COST CENTER DESCRIPTIONS","(From","(From","TATION","(From","","TOTAL","Decrease)","","(Fr Wkst A-8","TOTAL", , , , , 
"-------------","-------------", ,"","","Wkst A-1)","Wkst A-2)","(See inst.)","Wkst A-3)","OTHER","(col. 1-5)","(Fr Wkst A-6)","SUBTOTAL","& A-8-1)","(col.8�col.9)", , , , , 
"-------------","-------------", ,"","","1","2","3","4","5","6","7","8","9","10", , , , , 
"-------------","-------------", ,"","GENERAL SERVICE COST CENTERS",""," "," "," ","","","",""," ","", , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , ,"Entity[35676] Report(A000000[0000])","Entity[35676] Report(A000000[0100])","Entity[35676] Report(A000000[0200])","Entity[35676] Report(A000000[0300])", ,"Entity[35676] Report(A000000[0500])","Entity[35676] Report(A000000[0600])", ,"Entity[35676] Report(A000000[0800])","Entity[35676] Report(A000000[0900])","Entity[35676] Report(A000000[1000])", , , , , 
"hospc_2013_DATA",35676,"A000000","Line(00100)","0100CAPITAL REL COSTS-BLDG & FIXT", , , , ,"44478","44478", ,"44478", ,"44478", , , , , 
"hospc_2013_DATA",35676,"A000000","Line(00200)","0200CAPITAL REL COSTS-MOVABLE EQUIP", , , , ,"5576","5576", ,"5576", ,"5576", , , , , 
"hospc_2013_DATA",35676,"A000000","Line(00300)","0300PLANT OPERATION AND MAINTENANCE", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35676,"A000000","Line(00400)","0400TRANSPORTATION-STAFF", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35676,"A000000","Line(00500)","0500VOLUNTEER SERVICE COORDINATION", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35676,"A000000","Line(00600)","0600ADMINISTRATIVE AND GENERAL","354945","61221","24562", ,"110806","551534", ,"551534","-9782","541752", , , , , 
"hospc_2013_DATA",35676,"A000000","Line(01000)","1000INPATIENT- GENERAL CARE", , , , ,"21175","21175", ,"21175", ,"21175", , , , , 
"hospc_2013_DATA",35676,"A000000","Line(01100)","1100INPATIENT- RESPITE CARE", , , , ,"12158","12158", ,"12158", ,"12158", , , , , 
"hospc_2013_DATA",35676,"A000000","Line(01500)","1500PHYSICIAN SERVICES", , , , ,"98999","98999", ,"98999", ,"98999", , , , , 
"hospc_2013_DATA",35676,"A000000","Line(01600)","1600NURSING CARE","455129","42680","45359", ,"1506","544674", ,"544674", ,"544674", , , , , 
"hospc_2013_DATA",35676,"A000000","Line(01620)","1620NURSING CARE - CONTINUOUS HOME C", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35676,"A000000","Line(01700)","1700PHYSICAL THERAPY", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35676,"A000000","Line(01800)","1800OCCUPATIONAL THERAPY", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35676,"A000000","Line(01900)","1900SPEECH/LANGUAGE PATHOLOGY", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35676,"A000000","Line(02000)","2000MEDICAL SOCIAL SERVICES","49218","9160","6579", , ,"64957", ,"64957", ,"64957", , , , , 
"hospc_2013_DATA",35676,"A000000","Line(02100)","2100SPIRITUAL COUNSELING","67720","10864","10109", , ,"88693", ,"88693", ,"88693", , , , , 
"hospc_2013_DATA",35676,"A000000","Line(02200)","2200DIETARY COUNSELING", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35676,"A000000","Line(02300)","2300COUNSELING-OTHER", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35676,"A000000","Line(02400)","2400HOME HEALTH AIDE AND HOMEMAKER","196683","40111","65524", , ,"302318", ,"302318", ,"302318", , , , , 
