"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 34836","A000000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"","","","","","CON-","","","RECLAS-","","MENTS","", , , , , 
"-------------","-------------", ,"","","","EMPLOYEE","","TRACTED","","","SIFICATION","","(Increase/","", , , , , 
"-------------","-------------", ,"","","SALARIES","BENEFITS","TRANSPOR-","SERVICES","","","(Increase/","","Decrease)","", , , , , 
"-------------","-------------", ,"","COST CENTER DESCRIPTIONS","(From","(From","TATION","(From","","TOTAL","Decrease)","","(Fr Wkst A-8","TOTAL", , , , , 
"-------------","-------------", ,"","","Wkst A-1)","Wkst A-2)","(See inst.)","Wkst A-3)","OTHER","(col. 1-5)","(Fr Wkst A-6)","SUBTOTAL","& A-8-1)","(col.8�col.9)", , , , , 
"-------------","-------------", ,"","","1","2","3","4","5","6","7","8","9","10", , , , , 
"-------------","-------------", ,"","GENERAL SERVICE COST CENTERS",""," "," "," ","","","",""," ","", , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , ,"Entity[34836] Report(A000000[0000])","Entity[34836] Report(A000000[0100])","Entity[34836] Report(A000000[0200])", ,"Entity[34836] Report(A000000[0400])","Entity[34836] Report(A000000[0500])","Entity[34836] Report(A000000[0600])", ,"Entity[34836] Report(A000000[0800])","Entity[34836] Report(A000000[0900])","Entity[34836] Report(A000000[1000])", , , , , 
"hospc_2013_DATA",34836,"A000000","Line(00100)","0100CAPITAL REL COSTS-BLDG & FIXT", , , , ,"25869","25869", ,"25869", ,"25869", , , , , 
"hospc_2013_DATA",34836,"A000000","Line(00200)","0200CAPITAL REL COSTS-MOVABLE EQUIP", , , , ,"29581","29581", ,"29581", ,"29581", , , , , 
"hospc_2013_DATA",34836,"A000000","Line(00300)","0300PLANT OPERATION AND MAINTENANCE", , , , ,"669","669", ,"669", ,"669", , , , , 
"hospc_2013_DATA",34836,"A000000","Line(00400)","0400TRANSPORTATION-STAFF", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34836,"A000000","Line(00500)","0500VOLUNTEER SERVICE COORDINATION", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34836,"A000000","Line(00600)","0600ADMINISTRATIVE AND GENERAL","158676","22050", ,"145724","365004","691454", ,"691454","-296","691158", , , , , 
"hospc_2013_DATA",34836,"A000000","Line(01000)","1000INPATIENT- GENERAL CARE", , , , ,"7373","7373", ,"7373", ,"7373", , , , , 
"hospc_2013_DATA",34836,"A000000","Line(01100)","1100INPATIENT- RESPITE CARE", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34836,"A000000","Line(01500)","1500PHYSICIAN SERVICES","95274","13240", , , ,"108514", ,"108514", ,"108514", , , , , 
"hospc_2013_DATA",34836,"A000000","Line(01600)","1600NURSING CARE", , , , , , , , , , , , , , , 
