"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 34196","A000000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"","","","","","CON-","","","RECLAS-","","MENTS","", , , , , 
"-------------","-------------", ,"","","","EMPLOYEE","","TRACTED","","","SIFICATION","","(Increase/","", , , , , 
"-------------","-------------", ,"","","SALARIES","BENEFITS","TRANSPOR-","SERVICES","","","(Increase/","","Decrease)","", , , , , 
"-------------","-------------", ,"","COST CENTER DESCRIPTIONS","(From","(From","TATION","(From","","TOTAL","Decrease)","","(Fr Wkst A-8","TOTAL", , , , , 
"-------------","-------------", ,"","","Wkst A-1)","Wkst A-2)","(See inst.)","Wkst A-3)","OTHER","(col. 1-5)","(Fr Wkst A-6)","SUBTOTAL","& A-8-1)","(col.8�col.9)", , , , , 
"-------------","-------------", ,"","","1","2","3","4","5","6","7","8","9","10", , , , , 
"-------------","-------------", ,"","GENERAL SERVICE COST CENTERS",""," "," "," ","","","",""," ","", , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , ,"Entity[34196] Report(A000000[0000])","Entity[34196] Report(A000000[0100])","Entity[34196] Report(A000000[0200])","Entity[34196] Report(A000000[0300])","Entity[34196] Report(A000000[0400])","Entity[34196] Report(A000000[0500])","Entity[34196] Report(A000000[0600])","Entity[34196] Report(A000000[0700])","Entity[34196] Report(A000000[0800])","Entity[34196] Report(A000000[0900])","Entity[34196] Report(A000000[1000])", , , , , 
"hospc_2013_DATA",34196,"A000000","Line(00100)","0100CAPITAL REL COSTS-BLDG & FIXT", , , , ,"70085","70085", ,"70085", ,"70085", , , , , 
"hospc_2013_DATA",34196,"A000000","Line(00200)","0200CAPITAL REL COSTS-MOVABLE EQUIP", , , , ,"32067","32067", ,"32067", ,"32067", , , , , 
"hospc_2013_DATA",34196,"A000000","Line(00300)","0300PLANT OPERATION AND MAINTENANCE", , , , ,"88084","88084", ,"88084", ,"88084", , , , , 
"hospc_2013_DATA",34196,"A000000","Line(00400)","0400TRANSPORTATION-STAFF", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34196,"A000000","Line(00500)","0500VOLUNTEER SERVICE COORDINATION","38711","4115","13214", , ,"56040", ,"56040", ,"56040", , , , , 
"hospc_2013_DATA",34196,"A000000","Line(00600)","0600ADMINISTRATIVE AND GENERAL","289835","66586","17260","144291","154831","672803", ,"672803","-103627","569176", , , , , 
"hospc_2013_DATA",34196,"A000000","Line(01000)","1000INPATIENT- GENERAL CARE", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34196,"A000000","Line(01100)","1100INPATIENT- RESPITE CARE", , , , , , , , , , , , , , , 
