"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 34548","A000000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"","","","","","CON-","","","RECLAS-","","MENTS","", , , , , 
"-------------","-------------", ,"","","","EMPLOYEE","","TRACTED","","","SIFICATION","","(Increase/","", , , , , 
"-------------","-------------", ,"","","SALARIES","BENEFITS","TRANSPOR-","SERVICES","","","(Increase/","","Decrease)","", , , , , 
"-------------","-------------", ,"","COST CENTER DESCRIPTIONS","(From","(From","TATION","(From","","TOTAL","Decrease)","","(Fr Wkst A-8","TOTAL", , , , , 
"-------------","-------------", ,"","","Wkst A-1)","Wkst A-2)","(See inst.)","Wkst A-3)","OTHER","(col. 1-5)","(Fr Wkst A-6)","SUBTOTAL","& A-8-1)","(col.8�col.9)", , , , , 
"-------------","-------------", ,"","","1","2","3","4","5","6","7","8","9","10", , , , , 
"-------------","-------------", ,"","GENERAL SERVICE COST CENTERS",""," "," "," ","","","",""," ","", , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , ,"Entity[34548] Report(A000000[0000])","Entity[34548] Report(A000000[0100])","Entity[34548] Report(A000000[0200])","Entity[34548] Report(A000000[0300])","Entity[34548] Report(A000000[0400])","Entity[34548] Report(A000000[0500])","Entity[34548] Report(A000000[0600])", ,"Entity[34548] Report(A000000[0800])","Entity[34548] Report(A000000[0900])","Entity[34548] Report(A000000[1000])", , , , , 
"hospc_2013_DATA",34548,"A000000","Line(00100)","0100CAPITAL REL COSTS-BLDG & FIXT", , , , ,"32135","32135", ,"32135", ,"32135", , , , , 
"hospc_2013_DATA",34548,"A000000","Line(00200)","0200CAPITAL REL COSTS-MOVABLE EQUIP", , , , ,"8279","8279", ,"8279", ,"8279", , , , , 
"hospc_2013_DATA",34548,"A000000","Line(00300)","0300PLANT OPERATION AND MAINTENANCE", , , , ,"34207","34207", ,"34207", ,"34207", , , , , 
"hospc_2013_DATA",34548,"A000000","Line(00400)","0400TRANSPORTATION-STAFF", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34548,"A000000","Line(00500)","0500VOLUNTEER SERVICE COORDINATION","4481","2142","28", , ,"6651", ,"6651", ,"6651", , , , , 
"hospc_2013_DATA",34548,"A000000","Line(00600)","0600ADMINISTRATIVE AND GENERAL","167196","79599","475","70000","112900","430170", ,"430170","-33429","396741", , , , , 
"hospc_2013_DATA",34548,"A000000","Line(01000)","1000INPATIENT- GENERAL CARE", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34548,"A000000","Line(01100)","1100INPATIENT- RESPITE CARE", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34548,"A000000","Line(01500)","1500PHYSICIAN SERVICES", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34548,"A000000","Line(01600)","1600NURSING CARE","152792","72772", ,"2952", ,"228516", ,"228516", ,"228516", , , , , 
"hospc_2013_DATA",34548,"A000000","Line(01620)","1620NURSING CARE - CONTINUOUS HOME C", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34548,"A000000","Line(01700)","1700PHYSICAL THERAPY", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34548,"A000000","Line(01800)","1800OCCUPATIONAL THERAPY", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34548,"A000000","Line(01900)","1900SPEECH/LANGUAGE PATHOLOGY", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34548,"A000000","Line(02000)","2000MEDICAL SOCIAL SERVICES","48711","23186", , , ,"71897", ,"71897", ,"71897", , , , , 
"hospc_2013_DATA",34548,"A000000","Line(02100)","2100SPIRITUAL COUNSELING","36456","17349", , , ,"53805", ,"53805", ,"53805", , , , , 
"hospc_2013_DATA",34548,"A000000","Line(02200)","2200DIETARY COUNSELING", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34548,"A000000","Line(02300)","2300COUNSELING-OTHER", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34548,"A000000","Line(02400)","2400HOME HEALTH AIDE AND HOMEMAKER","67139","31968", , , ,"99107", ,"99107", ,"99107", , , , , 
"hospc_2013_DATA",34548,"A000000","Line(02420)","2420HH AIDE & HOMEMAKER - CONT HOME", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34548,"A000000","Line(02500)","2500OTHER VISITING SERVICES", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34548,"A000000","Line(03000)","3000DRUGS  BIOLOGICAL AND INFUSION", , , , ,"90270","90270", ,"90270", ,"90270", , , , , 
"hospc_2013_DATA",34548,"A000000","Line(03030)","3030ANALGESICS", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34548,"A000000","Line(03031)","3031SEDATIVES/HYPNOTICS", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34548,"A000000","Line(03032)","3032OTHER - SPECIFY", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34548,"A000000","Line(03100)","3100DURABLE MEDICAL EQUIPMENT/OXYGEN", , , , ,"58681","58681", ,"58681", ,"58681", , , , , 
"hospc_2013_DATA",34548,"A000000","Line(03200)","3200PATIENT TRANSPORTATION", , ,"1113", , ,"1113", ,"1113", ,"1113", , , , , 
"hospc_2013_DATA",34548,"A000000","Line(03300)","3300IMAGING SERVICES", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34548,"A000000","Line(03400)","3400LABS AND DIAGNOSTICS", , , , ,"921","921", ,"921", ,"921", , , , , 
"hospc_2013_DATA",34548,"A000000","Line(03500)","3500MED SUPPLIES CHARGED TO PATIENTS", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34548,"A000000","Line(03600)","3600OUTPATIENT SERVICES (INCL E/R DE", , , , ,"2643","2643", ,"2643", ,"2643", , , , , 
"hospc_2013_DATA",34548,"A000000","Line(03700)","3700RADIATION THERAPY", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34548,"A000000","Line(03800)","3800CHEMOTHERAPY", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34548,"A000000","Line(03900)","3900OTHER HOSPICE SERVICE COST CENTE", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34548,"A000000","Line(05000)","5000BEREAVEMENT PROGRAM COSTS", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34548,"A000000","Line(05100)","5100VOLUNTEER PROGRAM COSTS", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34548,"A000000","Line(05200)","5200FUNDRAISING", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34548,"A000000","Line(05300)","5300OTHER NONREIMBURSABLE COSTS", , , , ,"53703","53703", ,"53703","-53703", , , , , , 
"hospc_2013_DATA",34548,"A000000","Line(05301)","5301MARKETING","85501","40723", , ,"7523","133747", ,"133747", ,"133747", , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 34548","A100000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"","COST CENTER DESCRIPTIONS","ADMINIS-","","SOCIAL","","","TOTAL","","","", , , , , , 
"-------------","-------------", ,"","(omit cents)","TRATOR","DIRECTOR","SERVICES","SUPERVISORS","NURSES","THERAPISTS","AIDES","ALL OTHER","TOTAL (1)", , , , , , 
"-------------","-------------", ,"","","1","2","3","4","5","6","7","8","9", , , , , , 
"-------------","-------------", ,"","GENERAL SERVICE COST CENTERS","","","","","","","","","", , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , ,"Entity[34548] Report(A100000[0100])", ,"Entity[34548] Report(A100000[0300])","Entity[34548] Report(A100000[0400])","Entity[34548] Report(A100000[0500])", ,"Entity[34548] Report(A100000[0700])","Entity[34548] Report(A100000[0800])","Entity[34548] Report(A100000[0900])", , , , , , 
"hospc_2013_DATA",34548,"A100000","Line(00500)", , , , ,"4481", , , , ,"4481", , , , , , 
"hospc_2013_DATA",34548,"A100000","Line(00600)", ,"97735", , ,"45623", , , ,"23838","167196", , , , , , 
"hospc_2013_DATA",34548,"A100000","Line(01600)", , , , , ,"152792", , , ,"152792", , , , , , 
"hospc_2013_DATA",34548,"A100000","Line(02000)", , , ,"48711", , , , , ,"48711", , , , , , 
"hospc_2013_DATA",34548,"A100000","Line(02100)", , , , , , , , ,"36456","36456", , , , , , 
"hospc_2013_DATA",34548,"A100000","Line(02400)", , , , , , , ,"67139", ,"67139", , , , , , 
"hospc_2013_DATA",34548,"A100000","Line(05301)", , , , , , , , ,"85501","85501", , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 34548","A200000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"","COST CENTER DESCRIPTIONS","ADMINIS-","","SOCIAL","","","TOTAL","","","", , , , , , 
"-------------","-------------", ,"","(omit cents)","TRATOR","DIRECTOR","SERVICES","SUPERVISORS","NURSES","THERAPISTS","AIDES","ALL OTHER","TOTAL (1)", , , , , , 
"-------------","-------------", ,"","","1","2","3","4","5","6","7","8","9", , , , , , 
"-------------","-------------", ,"","GENERAL SERVICE COST CENTERS","","","","","","","","","", , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , ,"Entity[34548] Report(A200000[0100])", ,"Entity[34548] Report(A200000[0300])","Entity[34548] Report(A200000[0400])","Entity[34548] Report(A200000[0500])", ,"Entity[34548] Report(A200000[0700])","Entity[34548] Report(A200000[0800])","Entity[34548] Report(A200000[0900])", , , , , , 
"hospc_2013_DATA",34548,"A200000","Line(00500)", , , , ,"2142", , , , ,"2142", , , , , , 
"hospc_2013_DATA",34548,"A200000","Line(00600)", ,"46533", , ,"21714", , , ,"11352","79599", , , , , , 
"hospc_2013_DATA",34548,"A200000","Line(01600)", , , , , ,"72772", , , ,"72772", , , , , , 
"hospc_2013_DATA",34548,"A200000","Line(02000)", , , ,"23186", , , , , ,"23186", , , , , , 
"hospc_2013_DATA",34548,"A200000","Line(02100)", , , , , , , , ,"17349","17349", , , , , , 
